,genes,AD,AD.1,AD.2,AD.3,AD.4,AD.5,AD.6,AD.7,AD.8,AD.9,AD.10,AD.11,AD.12,AD.13,AD.14,AD.15,AD.16,AD.17,AD.18,AD.19,AD.20,AD.21,AD.22,AD.23,AD.24,AD.25,AD.26,AD.27,AD.28,AD.29,AD.30,AD.31,AD.32,AD.33,control,control.1,control.2,control.3,control.4,control.5,control.6,control.7,control.8,control.9,control.10,control.11,control.12,control.13,control.14,control.15,control.16,control.17,control.18,control.19,control.20,control.21,AD.34,AD.35,AD.36,AD.37,AD.38,AD.39,AD.40,AD.41,AD.42,AD.43,AD.44,AD.45,AD.46,AD.47
67,hsa-mir-196a-2:hsa-miR-196a-5p,-0.32525436308301164,-0.32525436308301164,-0.1783652958842322,-0.2518098294836219,-0.32525436308301164,-0.32525436308301164,-0.3986988966824014,-0.3986988966824014,-0.2518098294836219,-0.03147622868545276,-0.03147622868545276,6.725420862458401,-0.10492076228484248,0.33574643931149584,-0.2518098294836219,0.11541283851332669,-0.47214343028179107,-0.47214343028179107,-0.2518098294836219,0.6295245737090548,-0.47214343028179107,0.7029691073084444,-0.3986988966824014,-0.3986988966824014,-0.3986988966824014,-0.32525436308301164,-0.32525436308301164,-0.47214343028179107,-0.3986988966824014,1.8046371112992903,-0.47214343028179107,-0.3986988966824014,-0.32525436308301164,-0.03147622868545276,-0.1783652958842322,0.041968304913936966,0.7764136409078342,-0.2518098294836219,0.4091909729108856,-0.2518098294836219,0.4091909729108856,0.11541283851332669,-0.3986988966824014,-0.2518098294836219,-0.47214343028179107,-0.47214343028179107,0.041968304913936966,-0.47214343028179107,-0.3986988966824014,-0.47214343028179107,-0.32525436308301164,-0.47214343028179107,-0.10492076228484248,-0.10492076228484248,-0.2518098294836219,0.7764136409078342,-0.2518098294836219,-0.32525436308301164,0.18885737211271642,-0.32525436308301164,-0.10492076228484248,-0.3986988966824014,3.4938613840852537,0.4826355065102753,-0.47214343028179107,-0.2518098294836219,0.11541283851332669,-0.3986988966824014,-0.47214343028179107,-0.47214343028179107
68,hsa-mir-10a:hsa-miR-10a-5p,-0.5214675954254475,0.0122630980768992,0.5175281545924542,-0.17810084927227116,-0.6353301433726148,-0.7660941632806898,-0.3106439714920206,0.6669727487731112,-0.4449661960234445,-0.19767097470069053,1.3403629737419054,1.470237442494143,0.16259724341339354,1.2469601023789947,-0.3746916547123022,-0.004638373884008447,-0.5526018858797511,-0.33644095501130067,0.4419163063462883,1.499592630636772,-0.5205780442696103,-0.6086436086974976,-0.4689840772310501,-0.5276944535163083,-0.5757302159315195,-0.3168708295828813,-0.3675752454656042,-0.6984882754370593,0.17238230612760322,1.4319867427931414,-0.5570496416589373,-0.5508227835680767,1.2718675347424375,1.2843212509241588,-0.6975987242812219,-0.7233957078005021,-0.6664644338269184,-0.5072347769320517,-0.4494139518026307,-0.5606078462822863,-0.2608291067651349,-0.4147214567249782,-0.7554195494106429,-0.6646853315152439,-0.2741723741026936,-0.5748406647756822,-0.41739011019248995,-0.24303808364839,-0.13095463801289717,-0.5721720113081705,-0.1531934169088283,-0.5730615624640077,0.045176490842877254,0.5975877586178061,-0.13184418916873442,-0.6709121896061047,-0.40315729169909403,-0.7491926913197822,0.4410267551904511,-0.05178458514338241,0.18216736884181292,-0.021539845844916094,4.220729616342903,4.951940666441119,-0.814129925695901,0.16882410150425425,0.30492542834735265,0.127904748335741,-0.7233957078005021,-0.8390373580593439
69,hsa-mir-98:hsa-miR-98,-0.682663920467685,-0.342788568883489,-0.6875192826331734,-0.42047436353130524,-0.333077844552512,-0.551569141999495,-0.7263621799570815,-0.6680978339712194,0.4292140154291846,-0.22140451474627618,1.2449148592312547,2.9491469793177227,-0.051466838954178216,0.0650618530175461,-0.702085369129639,0.6379945885451906,-0.8186140611013633,-0.6001227636543802,0.5603087938973744,0.9001841454815704,-0.7894818881084322,1.1041093564320879,-0.7894818881084322,-0.8574569584252714,-0.682663920467685,-0.7409282664535471,-0.6146888501508457,-0.9497088395695532,-0.1971277039188336,2.162578308508584,-0.8428908719288059,-0.6729531961367079,-0.35735465537995453,-0.42047436353130524,0.555453431731886,-0.06603292545064375,2.3810696059555667,-0.11458654710552889,0.584585604724817,-0.05632220111966672,0.6768374858690988,-0.39619755270386264,-0.8040479746048977,-0.5467137798340066,0.35152822078136836,-0.5709905906614491,2.0023513570474627,0.026218955693638,0.6574160372071447,-0.5661352284959607,-0.0854543741125978,-0.6292549366473112,-0.051466838954178216,0.7642340048478921,0.725391107523984,0.12332619900340827,-0.551569141999495,-0.9157213044111335,0.4680569127530927,-0.2748134985666498,-0.6583871096402424,-0.7749158016119667,4.498007510108558,1.4148525350233527,-0.9642749260660187,-0.5758459528269376,0.08448330167950016,-0.5078708825100985,-0.541858417668518,-0.9934070990589497
70,hsa-mir-4732:hsa-miR-4732-5p,-0.2944721120088087,-0.20675701481469544,-0.4699023063970351,-0.5137598549940917,-0.5137598549940917,-0.3383296606058653,-0.16289946621763882,-0.4260447577999785,0.012530728170587637,-0.4260447577999785,0.056388276767644255,2.205408158023418,-0.20675701481469544,0.2756760197529273,-0.5137598549940917,-0.20675701481469544,-0.5576174035911483,-0.6453325007852616,0.9773967973058331,0.538821311335267,-0.6453325007852616,0.9773967973058331,-0.6453325007852616,-0.5576174035911483,-0.20675701481469544,-0.3383296606058653,-0.16289946621763882,-0.5576174035911483,0.2756760197529273,5.67015449719089,-0.3383296606058653,0.012530728170587637,-0.16289946621763882,1.1528269916940594,-0.5576174035911483,-0.5137598549940917,-0.4699023063970351,-0.601474952188205,-0.2944721120088087,-0.4699023063970351,0.8019666029176067,-0.0751843690235256,-0.4260447577999785,-0.0751843690235256,-0.4260447577999785,-0.5137598549940917,-0.25061456341175203,0.012530728170587637,-0.4260447577999785,-0.11904191762058221,-0.11904191762058221,-0.5137598549940917,-0.2944721120088087,-0.11904191762058221,0.538821311335267,0.10024582536470086,-0.6453325007852616,-0.6453325007852616,-0.20675701481469544,-0.2944721120088087,-0.3383296606058653,-0.25061456341175203,3.9597101019056833,1.898405317844022,-0.5137598549940917,-0.3821872092029219,-0.20675701481469544,-0.0751843690235256,0.14410337396175749,-0.6891900493823182
71,hsa-mir-183:hsa-miR-183-5p,-0.6946828615940124,-0.2061948503148503,-0.7647934653969498,-0.246584654679586,-0.4797786195023997,-0.5270270698913359,-0.648196482985543,-0.1871430558031825,-0.18942927114458263,-0.6367654062785423,0.7479190188294725,4.90349643771445,0.15578924540683767,1.5366633116125188,-0.7084001536424132,0.42556265569205354,-0.7000173640572793,-0.6131411810840742,0.18779626018643955,2.0007650259167464,-0.6619137750339438,1.6486878633411257,-0.7175450150080137,-0.47901654772193303,-0.5620823717928045,-0.5628444435732712,-0.48206483484379986,-0.6657241339362773,-0.37004028311519327,2.1661346022780226,-0.5483650797444037,-0.5818962380849391,-0.2542053724842531,0.5825494424681961,0.3524037647672492,0.10092007721323443,0.2601930793307771,-0.08807372434251001,-0.3593712781886593,-0.5049269882578012,1.0717995255278248,-0.3685161395542598,-0.5780858791826055,-0.44243710225953087,-0.3631816370909929,-0.6931587180330789,0.8241261968761436,-0.6588654879120769,-0.38147135982219393,-0.6420999087418092,-0.14294289253611325,-0.7137346561056801,-0.4279577384306633,-0.2930710332880554,0.5871218731509964,-0.011866546295838868,-0.5605582282318712,-0.745741670885282,0.27619658672057806,1.0954237507222928,-0.6702965646190776,-0.6306688320348086,2.6477639675329843,2.3200731019322984,-0.7998487672984186,0.08491656982343349,0.6564704051734671,-0.534647787696003,-0.7175450150080137,-0.8158522746882195
72,hsa-mir-330:hsa-miR-330-3p,-0.616992734477129,-0.0997533163525898,-0.616992734477129,0.4174861017719494,0.676105810834219,-1.134232152601668,0.15886639270967978,0.4174861017719494,-0.0997533163525898,-0.0997533163525898,1.969204356145567,1.7105846470832973,0.4174861017719494,0.9347255198964886,-0.3583730254148594,0.15886639270967978,-0.616992734477129,-0.616992734477129,-0.0997533163525898,1.7105846470832973,-1.134232152601668,0.15886639270967978,-0.616992734477129,-1.134232152601668,0.15886639270967978,0.4174861017719494,0.4174861017719494,-0.8756124435393986,0.9347255198964886,0.15886639270967978,-0.0997533163525898,0.4174861017719494,0.4174861017719494,1.4519649380210278,-0.8756124435393986,-0.0997533163525898,-0.8756124435393986,-0.616992734477129,-0.8756124435393986,0.15886639270967978,-0.616992734477129,-0.3583730254148594,-0.8756124435393986,-0.616992734477129,-0.0997533163525898,-0.3583730254148594,0.676105810834219,-0.616992734477129,-0.616992734477129,-0.0997533163525898,-0.616992734477129,-0.8756124435393986,0.4174861017719494,-0.616992734477129,2.2278240652078365,-0.8756124435393986,-0.3583730254148594,-1.134232152601668,-0.3583730254148594,0.15886639270967978,-0.8756124435393986,0.15886639270967978,4.814021155830533,2.2278240652078365,-0.8756124435393986,-1.134232152601668,-0.0997533163525898,0.9347255198964886,-0.0997533163525898,-1.134232152601668
73,hsa-mir-548x:hsa-miR-548x-5p,-0.4318265370252877,-0.4955983884847184,-0.368054685565857,-0.4955983884847184,-0.368054685565857,-0.559370239944149,-0.30428283410642637,-0.30428283410642637,0.3334356804878803,-0.17673913118756504,0.014576423190726958,3.1393971447028295,-0.04919542826870371,0.7160667892444643,-0.559370239944149,-0.30428283410642637,-0.559370239944149,-0.559370239944149,-0.11296727972813438,-0.30428283410642637,-0.6231420914035797,0.2696638290284496,-0.559370239944149,-0.6231420914035797,-0.559370239944149,-0.368054685565857,-0.4318265370252877,-0.6231420914035797,-0.4318265370252877,0.8436104921633256,-0.559370239944149,-0.6231420914035797,-0.17673913118756504,0.07834827465015762,-0.4318265370252877,0.20589197756901895,0.5247512348661723,-0.368054685565857,0.20589197756901895,-0.17673913118756504,1.353785303838771,0.2696638290284496,-0.368054685565857,-0.6231420914035797,0.779838640703895,-0.368054685565857,0.3334356804878803,-0.04919542826870371,0.2696638290284496,-0.368054685565857,-0.17673913118756504,-0.17673913118756504,0.014576423190726958,1.2900134523793403,0.5885230863256029,-0.24051098264699572,-0.559370239944149,-0.6231420914035797,1.162469749460479,0.07834827465015762,-0.368054685565857,-0.6231420914035797,6.519305272052655,0.5247512348661723,-0.6231420914035797,-0.17673913118756504,0.014576423190726958,-0.4318265370252877,-0.6231420914035797,-0.6231420914035797
74,hsa-mir-363:hsa-miR-363-3p,-0.5528749105025806,-0.31824178229312367,-0.4849479717281301,-0.32005662416877695,-0.3052786260384575,-0.7068772068080142,-0.39459477263310716,-0.1667024856760766,-0.3134454144788972,-0.2807782607171386,1.7683078484579369,2.240166736127784,1.0397784669457002,0.8895354859541198,-0.7158217846237339,0.6350687286750236,-0.681339788986322,-0.21038832225430146,2.068923442003644,1.7676596906452036,-0.5571527520666205,0.4323249648520453,-0.5010222854839161,-0.7258034149398268,-0.3798167745027878,0.6641061986854757,0.3794352873330075,-0.7527667799495323,0.8546645956290678,0.4491770679831113,-0.5878754323901791,-0.5060779164232359,0.584382787719279,0.45138080454640456,-0.1254796487862383,-0.3573905141822154,0.4019911792161266,-0.12794264847462486,-0.3087786782272174,-0.40729866576268,-0.0906087584611864,-0.5028371273595694,-0.6661728961683626,-0.6478948458492834,-0.7898414068378775,-0.9268619684496985,-0.14038727847910434,-0.6175610602133647,-0.5065964426734225,-0.7516000958866125,-0.6771915789848288,-0.9719737522159366,-0.6870435777383751,-0.36413135543464176,0.014911333451795902,0.1184869519265783,-0.36827956543613494,-0.7582113055764922,0.8328864931212288,-0.04497844844476162,-0.7823227762101712,-0.016329873121949473,4.379735675960429,3.738189072917002,-1.0056779584780686,-0.2806486291545919,0.2538223032252927,0.35623123763715514,-0.8244530340378361,-1.110809155703411
75,hsa-mir-548h-1:hsa-miR-548h-5p,-0.40503096661710253,-0.5256784885881544,-0.40503096661710253,-0.5256784885881544,-0.34470720563157664,-0.5860022495736803,-0.34470720563157664,-0.2843834446460507,0.25853040422368256,-0.22405968366052478,-0.04308840070394704,3.0937471705434008,-0.04308840070394704,0.6204729701368381,-0.5860022495736803,-0.2843834446460507,-0.5860022495736803,-0.5860022495736803,0.01723536028157888,-0.16373592267499887,-0.6463260105592062,0.31885416520920845,-0.5860022495736803,-0.6463260105592062,-0.5860022495736803,-0.40503096661710253,-0.46535472760262847,-0.6463260105592062,-0.46535472760262847,1.1030630580210452,-0.5860022495736803,-0.6463260105592062,-0.10341216168947295,0.07755912126710479,-0.2843834446460507,0.1378828822526307,0.4395016871802603,-0.40503096661710253,0.1378828822526307,-0.22405968366052478,1.344358101963149,0.19820664323815662,-0.40503096661710253,-0.5860022495736803,0.8014442530934158,-0.34470720563157664,0.31885416520920845,-0.10341216168947295,0.19820664323815662,-0.34470720563157664,-0.10341216168947295,-0.22405968366052478,0.07755912126710479,1.4046818629486748,0.5601492091513122,-0.22405968366052478,-0.5256784885881544,-0.5860022495736803,1.0427392970355194,0.19820664323815662,-0.2843834446460507,-0.6463260105592062,6.471877785732852,0.8014442530934158,-0.6463260105592062,-0.22405968366052478,0.01723536028157888,-0.46535472760262847,-0.6463260105592062,-0.6463260105592062
76,hsa-mir-424:hsa-miR-424-5p,-0.4170411408062165,-0.4170411408062165,-0.292816120140535,-0.4170411408062165,-0.4170411408062165,-0.4170411408062165,-0.4170411408062165,-0.16859109947485348,-0.16859109947485348,-0.4170411408062165,-0.292816120140535,6.539560016471949,-0.044366078809171976,1.8190092311760506,-0.4170411408062165,-0.4170411408062165,-0.292816120140535,-0.4170411408062165,-0.044366078809171976,1.197884127847643,-0.4170411408062165,-0.16859109947485348,-0.4170411408062165,-0.4170411408062165,-0.4170411408062165,-0.292816120140535,-0.4170411408062165,-0.4170411408062165,-0.292816120140535,2.4401343345044584,-0.4170411408062165,-0.4170411408062165,-0.044366078809171976,-0.16859109947485348,-0.292816120140535,-0.16859109947485348,0.94943408651628,-0.292816120140535,0.4525340038535541,-0.4170411408062165,-0.292816120140535,-0.16859109947485348,-0.4170411408062165,-0.4170411408062165,-0.16859109947485348,-0.4170411408062165,0.32830898318787255,-0.4170411408062165,-0.16859109947485348,-0.292816120140535,-0.4170411408062165,-0.4170411408062165,-0.044366078809171976,0.07985894185650953,-0.16859109947485348,1.3221091485133247,-0.4170411408062165,-0.4170411408062165,-0.16859109947485348,-0.16859109947485348,-0.16859109947485348,-0.16859109947485348,2.4401343345044584,0.94943408651628,-0.4170411408062165,-0.292816120140535,-0.4170411408062165,-0.4170411408062165,-0.292816120140535,-0.4170411408062165
77,hsa-mir-223:hsa-miR-223-3p,-0.4415656365531176,-0.15693701197669357,-0.5221209076596527,-0.5489726646951644,-0.45875076105584506,-0.6810833093098819,-0.6144909518618129,-0.4329730743017538,-0.49312101006130005,-0.4866765883727772,0.8226150846787732,2.78923776995965,-0.007641242859248517,0.6228380123345661,-0.6800092390284614,-0.16660364450947776,-0.6778610984656205,-0.6306020060831199,1.7624265809216826,1.349983592856223,-0.7659348615420989,-0.4974172911869819,-0.7229720502852802,-0.7337127530994848,-0.5822688434191988,-0.30086242968703625,-0.43726935542743567,-0.727268331410962,-0.10752977903135204,2.2715358943149844,-0.6005280382033468,-0.6714166767770977,0.08472880134291172,-0.16123329310237544,-0.5478985944137439,-0.43941749599027663,-0.28582544574714974,-0.3567140843209006,-0.34812152206953684,-0.5017135723126638,-0.19130726098214854,-0.2697143915258427,-0.5511208052580053,-0.6864536607169842,0.0954695041571164,-0.5285653293481755,1.8590929062495247,-0.05919661636743098,0.38224626929638134,-0.005493102296407581,0.10621020697132108,-0.5973058273590854,0.36613521507507435,0.5412086709466106,1.3875760527059393,0.1330619640068328,-0.5500467349765849,-0.7412312450694282,-0.08282616255868128,0.06646960655876377,-0.009789383422089452,0.1953580403292199,4.298306515355407,3.6463458545331835,-0.7605645101349966,-0.18378876901220526,0.20395060258058367,-0.4308249337389129,-0.7444534559136895,-0.8046013916732357
78,hsa-let-7a-3:hsa-let-7a-3p,-0.6887011364009222,0.06603983499734864,-0.028302786427435226,-0.40567327212657067,0.25472507784691634,-0.5943585149761383,-0.6887011364009222,-0.3113306507017868,-0.40567327212657067,-0.5943585149761383,0.5377529421212679,2.7076332348912966,-0.12264540785221908,2.8963184777408646,-0.6887011364009222,-0.3113306507017868,-0.5000158935513546,-0.5000158935513546,0.25472507784691634,2.1415775063425935,-0.3113306507017868,0.1603824564221325,-0.5000158935513546,-0.6887011364009222,-0.5943585149761383,-0.21698802927700295,-0.40567327212657067,-0.7830437578257061,0.06603983499734864,2.0472348849178097,-0.7830437578257061,-0.5943585149761383,1.7642070206434581,0.06603983499734864,-0.40567327212657067,-0.6887011364009222,0.44341032069648406,-0.21698802927700295,-0.5943585149761383,-0.3113306507017868,-0.5000158935513546,-0.5000158935513546,-0.5943585149761383,-0.21698802927700295,-0.6887011364009222,-0.7830437578257061,-0.6887011364009222,-0.3113306507017868,0.06603983499734864,-0.7830437578257061,-0.3113306507017868,-0.6887011364009222,-0.21698802927700295,1.198151292094755,2.330262749192161,1.103808670669971,-0.5943585149761383,-0.7830437578257061,-0.028302786427435226,-0.028302786427435226,-0.40567327212657067,-0.3113306507017868,3.934087313413487,2.0472348849178097,-0.6887011364009222,-0.3113306507017868,-0.12264540785221908,-0.12264540785221908,-0.6887011364009222,-0.7830437578257061
79,hsa-mir-16-2:hsa-miR-16-5p,-0.5585375884906018,-0.31900358232844334,-0.37711815332825455,-0.3875756544660899,-0.18581351808536656,-0.5308070008962423,-0.5267488661263361,-0.3488672920454457,0.10475933691368962,-0.19725953923125594,0.7871503066840783,4.039537215288554,0.11610130332188912,0.7790340371442658,-0.6710207599333876,0.11011815590471966,-0.7605078343467049,-0.7600916153959453,1.1205937136113748,0.9814725293199735,-0.7402171604971736,1.1222585894144133,-0.7674274744030835,-0.784180287171158,-0.6217508416372182,-0.36057345003555985,-0.4504247160307917,-0.7691964049438118,-0.2787864262112955,3.274266646948157,-0.7182616108446039,-0.6276299343166978,-0.31400895491932795,0.028175049973920473,0.6651461267426662,0.036915647939872384,2.120975961762109,0.2057444598417412,1.1684588929487305,-0.2822722599239073,0.06729963134532427,-0.3780026185986187,-0.5274772492901655,-0.4591132866278987,-0.5479240052462315,-0.7157642971400462,-0.05662956124335107,-0.5929797066659598,-0.35948087528981587,-0.6593146019432735,-0.6374631070283937,-0.8004128262507829,-0.38653510708919087,-0.06276879076705538,0.06735165871416922,0.7799705297834749,-0.5773714960124743,-0.746356390020878,0.4792003104908082,0.3065214732944129,-0.620866376366854,-0.4455861707282112,3.581904478928358,1.8640127870368919,-0.8245535253948406,-0.4049527956603038,0.30376402274563047,-0.4842945331488554,-0.6508861681903912,-0.8339184517869319
80,hsa-mir-5690:hsa-miR-5690,0.13908330500796584,-0.059607130717699686,-0.2582975664433652,-0.2582975664433652,0.33777374073363137,-0.6556784378946963,-0.12583727595958819,-0.32452771168525374,-0.5894482926528077,-0.45698800216903074,2.722058969441618,-0.39075785692714227,0.20531345024985437,0.07285315976607734,-0.5232181474109193,1.2649957741200708,-0.7219085831365848,0.9338450479106281,1.2649957741200708,1.3974560646038476,-0.8543688736203618,-0.6556784378946963,-0.32452771168525374,-0.5232181474109193,-0.5232181474109193,0.5364641764592969,0.8676149026687395,-0.5232181474109193,1.0663053383944052,-0.32452771168525374,-0.5232181474109193,-0.45698800216903074,1.7286067908132903,1.2649957741200708,-0.5894482926528077,-0.5894482926528077,-0.6556784378946963,-0.7881387283784733,-0.39075785692714227,-0.45698800216903074,-0.39075785692714227,-0.1920674212014767,-0.7881387283784733,-0.6556784378946963,-0.1920674212014767,-0.5894482926528077,-0.5232181474109193,-0.5894482926528077,-0.9205990188622504,-0.45698800216903074,-0.7219085831365848,-0.7881387283784733,0.4702340312174084,-0.059607130717699686,0.13908330500796584,-0.1920674212014767,0.006623014524188828,-0.7219085831365848,-0.059607130717699686,-0.12583727595958819,-0.7219085831365848,1.4636862098457362,3.9142015837956112,3.9804317290374995,-0.8543688736203618,-0.12583727595958819,-0.8543688736203618,0.8676149026687395,-0.5894482926528077,-0.9868291641041389
81,hsa-mir-548am:hsa-miR-548au-5p,-0.5770324325185857,0.6469757576723536,-0.5770324325185857,-0.08742915644220996,-0.33223079448039783,-0.5770324325185857,-0.08742915644220996,-0.5770324325185857,-0.33223079448039783,-0.5770324325185857,-0.08742915644220996,3.8293970521687957,-0.33223079448039783,-0.08742915644220996,-0.33223079448039783,-0.08742915644220996,-0.5770324325185857,-0.5770324325185857,-0.33223079448039783,0.1573724815959779,-0.5770324325185857,0.6469757576723536,-0.5770324325185857,-0.5770324325185857,-0.5770324325185857,-0.5770324325185857,-0.5770324325185857,-0.5770324325185857,-0.33223079448039783,4.563801966283359,-0.5770324325185857,-0.5770324325185857,-0.5770324325185857,0.1573724815959779,0.6469757576723536,0.1573724815959779,1.381380671786917,0.4021741196341657,0.1573724815959779,-0.33223079448039783,1.8709839478632928,0.6469757576723536,-0.33223079448039783,-0.33223079448039783,-0.08742915644220996,-0.5770324325185857,1.1365790337487292,-0.33223079448039783,-0.08742915644220996,-0.5770324325185857,-0.5770324325185857,-0.33223079448039783,-0.33223079448039783,0.1573724815959779,-0.5770324325185857,-0.08742915644220996,-0.5770324325185857,-0.33223079448039783,0.6469757576723536,-0.33223079448039783,-0.5770324325185857,-0.5770324325185857,3.584595414130608,1.1365790337487292,-0.5770324325185857,-0.5770324325185857,0.1573724815959779,-0.5770324325185857,-0.5770324325185857,-0.5770324325185857
82,hsa-mir-4286:hsa-miR-4286,-0.005342964097801858,0.08815890761373099,-0.3325995150881668,-0.3793504509439332,-0.3325995150881668,-0.5196032585112325,-0.3793504509439332,-0.42610138679969967,-0.5196032585112325,-0.47285232265546606,0.976426688873293,6.025527761296067,-0.05209389995356828,0.41541545860409596,-0.566354194366999,-0.05209389995356828,-0.566354194366999,-0.5196032585112325,0.27516265103679666,0.976426688873293,-0.6131051302227654,-0.005342964097801858,-0.6598560660785318,-0.566354194366999,-0.47285232265546606,-0.3793504509439332,-0.47285232265546606,-0.5196032585112325,0.27516265103679666,2.7529622513924172,-0.47285232265546606,-0.5196032585112325,-0.3793504509439332,0.04140797175796457,-0.47285232265546606,-0.6598560660785318,-0.5196032585112325,-0.19234670752086755,-0.5196032585112325,-0.5196032585112325,-0.005342964097801858,-0.19234670752086755,-0.5196032585112325,-0.5196032585112325,0.18166077932526384,-0.28584857923240037,1.7244416625655559,0.13490984346949741,0.7894229454502273,0.6024192020271616,0.04140797175796457,-0.42610138679969967,0.13490984346949741,-0.3325995150881668,0.13490984346949741,0.3686645227483295,-0.47285232265546606,-0.6598560660785318,-0.05209389995356828,-0.42610138679969967,-0.3325995150881668,-0.42610138679969967,2.2387019569789866,2.1452000852674535,-0.6131051302227654,-0.23909764337663397,-0.05209389995356828,-0.3325995150881668,-0.7066070019342982,-0.6598560660785318
83,hsa-mir-1976:hsa-miR-1976,0.9518476144557482,0.08371298237884439,0.19222981138845738,1.0603644434653612,0.5177802984172963,-0.24183750464999454,0.5177802984172963,-0.7844216496980595,-0.7844216496980595,-0.7844216496980595,-0.02480384663076859,1.602948588513426,-0.5673879916788335,0.5177802984172963,-1.0014553077172854,-0.02480384663076859,-0.6759048206884465,-1.1099721367268984,-0.8929384787076724,-0.5673879916788335,-0.02480384663076859,0.19222981138845738,-0.35035433365960755,-0.5673879916788335,1.711465417523039,1.711465417523039,1.494431759503813,0.19222981138845738,-0.02480384663076859,0.8433307854461353,0.7348139564365223,1.1688812724749742,-0.5673879916788335,0.8433307854461353,-0.5673879916788335,-1.3270057947461242,0.08371298237884439,-1.0014553077172854,-1.3270057947461242,-1.2184889657365114,-1.0014553077172854,-0.7844216496980595,2.145532733561491,1.3859149304942002,-0.8929384787076724,-0.7844216496980595,1.494431759503813,0.5177802984172963,-0.7844216496980595,2.254049562571104,0.5177802984172963,0.7348139564365223,-0.4588711626692205,0.19222981138845738,-0.24183750464999454,-0.6759048206884465,-0.4588711626692205,-0.13332067564038158,-0.7844216496980595,-1.4355226237557372,-1.3270057947461242,-1.1099721367268984,1.3859149304942002,0.8433307854461353,-0.7844216496980595,-1.4355226237557372,-0.5673879916788335,1.3859149304942002,2.254049562571104,-1.4355226237557372
84,hsa-mir-4326:hsa-miR-4326,-0.2442656917804796,1.6837661780595077,0.5167995199984627,-0.7154012990722057,0.8719632854953024,-0.2442656917804796,0.0021744720336541,-0.7154012990722057,-0.06305968897596953,-0.33849281323882485,2.0751711441172493,0.42982063865229786,0.06740863304327772,-0.700904818847845,-0.38923049402408766,0.9661904069536478,-0.43996817480935047,-0.4182234544728093,0.755991443700416,2.350604268380105,-0.5631882567164174,0.3138487968574114,-0.7081530589600253,-0.7226495391843862,0.2776075962965094,-0.034066728527247916,1.6402767373864253,-0.5269470561555153,0.5167995199984627,2.26362538703394,-0.7154012990722057,-0.36023753357536603,-0.7154012990722057,0.33559351719395264,-0.40372697424844844,-0.40372697424844844,-0.7226495391843862,0.15438751438944256,-0.2805068923413816,0.09640159349199934,-0.7154012990722057,-0.005073768078526303,-0.4689611352580721,-0.38923049402408766,-0.34574105335100525,-0.5486917764920565,-0.7226495391843862,-0.49070585559461327,-0.7154012990722057,-0.5341952962676957,-0.5414435363798761,-0.6429188979504018,0.06740863304327772,-0.09930088953687154,0.8429703250465809,0.4080759183157567,-0.01957024830288711,-0.25151393189266,-0.09205264942469114,-0.7154012990722057,-0.7081530589600253,-0.7226495391843862,5.670298239758729,-0.6864083386234842,-0.6356706578382213,0.03841567259455612,-0.25151393189266,-0.17178329065867556,-0.7226495391843862,-0.7226495391843862
85,hsa-mir-199b:hsa-miR-199b-3p,-0.3634270432695624,-0.4857342212929728,-0.4857342212929728,-0.4245806322812676,-0.5468878103046779,-0.4857342212929728,-0.5468878103046779,-0.4245806322812676,-0.4245806322812676,-0.4245806322812676,0.24810884684748966,4.5900136666785585,-0.4245806322812676,0.3704160248709001,-0.7303485773397935,0.12580166882407925,-0.4857342212929728,-0.7303485773397935,0.3092624358591949,-0.11881268722274155,-0.7303485773397935,1.7157949831284145,-0.6691949883280883,-0.6691949883280883,-0.4857342212929728,-0.6691949883280883,-0.4857342212929728,-0.6691949883280883,-0.6080413993163831,0.7373375589411313,-0.7303485773397935,-0.6080413993163831,-0.4857342212929728,0.12580166882407925,0.6150303809177209,0.7373375589411313,1.89925575016353,-0.05765909821103635,0.12580166882407925,-0.3634270432695624,-0.3634270432695624,-0.4857342212929728,-0.4857342212929728,-0.6080413993163831,-0.05765909821103635,-0.3022734542578572,4.161938543596622,0.06464807981237405,0.003494490800668856,-0.3022734542578572,0.18695525783578446,-0.6080413993163831,0.24810884684748966,-0.11881268722274155,1.593487805105004,1.287719860046478,-0.6080413993163831,-0.7303485773397935,0.003494490800668856,0.12580166882407925,-0.6080413993163831,-0.4857342212929728,2.2661772842337613,0.7984911479528365,-0.7303485773397935,-0.3022734542578572,0.5538767919060157,-0.4245806322812676,-0.6080413993163831,-0.7303485773397935
